sku,tier_price_website,tier_price_customer_group,tier_price_qty,tier_price,errors
52055-BN,"All Websites [EUR]","ALL GROUPS",1,590,"Product Type is invalid or not supported"
52055-GN,"All Websites [EUR]","ALL GROUPS",1,590,"Product Type is invalid or not supported"
52055-RD,"All Websites [EUR]","ALL GROUPS",1,590,"Product Type is invalid or not supported"
52055-WE,"All Websites [EUR]","ALL GROUPS",1,590,"Product Type is invalid or not supported"
52056-BE,"All Websites [EUR]","ALL GROUPS",1,2.190,"Product Type is invalid or not supported"
52056-BK,"All Websites [EUR]","ALL GROUPS",1,2.190,"Product Type is invalid or not supported"
52056-DGN,"All Websites [EUR]","ALL GROUPS",1,2.190,"Product Type is invalid or not supported"
52056-MG,"All Websites [EUR]","ALL GROUPS",1,2.190,"Product Type is invalid or not supported"
52056-OE,"All Websites [EUR]","ALL GROUPS",1,2.190,"Product Type is invalid or not supported"
52056-RD,"All Websites [EUR]","ALL GROUPS",1,2.190,"Product Type is invalid or not supported"
52056-SR,"All Websites [EUR]","ALL GROUPS",1,2.190,"Product Type is invalid or not supported"
52056-WE,"All Websites [EUR]","ALL GROUPS",1,2.190,"Product Type is invalid or not supported"
52056-YW,"All Websites [EUR]","ALL GROUPS",1,2.190,"Product Type is invalid or not supported"
52057-BK,"All Websites [EUR]","ALL GROUPS",1,2.290,"Product Type is invalid or not supported"
52057-SR,"All Websites [EUR]","ALL GROUPS",1,2.290,"Product Type is invalid or not supported"
52058,"All Websites [EUR]","ALL GROUPS",1,9.850,"Product Type is invalid or not supported"
52059,"All Websites [EUR]","ALL GROUPS",1,12.990,"Product Type is invalid or not supported"
52060-LBE,"All Websites [EUR]","ALL GROUPS",1,13.700,"Product Type is invalid or not supported"
52061-BKLBE,"All Websites [EUR]","ALL GROUPS",1,25.990,"Product Type is invalid or not supported"
52061-BKSR,"All Websites [EUR]","ALL GROUPS",1,25.990,"Product Type is invalid or not supported"
52062,"All Websites [EUR]","ALL GROUPS",1,9.500,"Product Type is invalid or not supported"
52063-BKBE,"All Websites [EUR]","ALL GROUPS",1,12.700,"Product Type is invalid or not supported"
52063-BKBK,"All Websites [EUR]","ALL GROUPS",1,12.700,"Product Type is invalid or not supported"
52063-BKRD,"All Websites [EUR]","ALL GROUPS",1,12.700,"Product Type is invalid or not supported"
52064,"All Websites [EUR]","ALL GROUPS",1,19.500,"Product Type is invalid or not supported"
52066,"All Websites [EUR]","ALL GROUPS",1,7.990,"Product Type is invalid or not supported"
52068,"All Websites [EUR]","ALL GROUPS",1,6.990,"Product Type is invalid or not supported"
52069,"All Websites [EUR]","ALL GROUPS",1,2.490,"Product Type is invalid or not supported"
52070,"All Websites [EUR]","ALL GROUPS",1,8.500,"Product Type is invalid or not supported"
52071,"All Websites [EUR]","ALL GROUPS",1,13.790,"Product Type is invalid or not supported"
52072,"All Websites [EUR]","ALL GROUPS",1,10.990,"Product Type is invalid or not supported"
52074,"All Websites [EUR]","ALL GROUPS",1,4.500,"Product Type is invalid or not supported"
52075,"All Websites [EUR]","ALL GROUPS",1,34.990,"Product Type is invalid or not supported"
52076,"All Websites [EUR]","ALL GROUPS",1,15.500,"Product Type is invalid or not supported"
52077-BK,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
52077-GN,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
52077-LBE,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
52077-MG,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
52077-OE,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
52077-WE,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
52077-YW,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
52078-WE,"All Websites [EUR]","ALL GROUPS",1,5.500,"Product Type is invalid or not supported"
52079,"All Websites [EUR]","ALL GROUPS",1,5.990,"Product Type is invalid or not supported"
52081,"All Websites [EUR]","ALL GROUPS",1,4.990,"Product Type is invalid or not supported"
52082-BK,"All Websites [EUR]","ALL GROUPS",1,6.990,"Product Type is invalid or not supported"
52083-WE,"All Websites [EUR]","ALL GROUPS",1,5.990,"Product Type is invalid or not supported"
52084-BK,"All Websites [EUR]","ALL GROUPS",1,32.500,"Product Type is invalid or not supported"
52084-LBE,"All Websites [EUR]","ALL GROUPS",1,32.500,"Product Type is invalid or not supported"
52084-RD,"All Websites [EUR]","ALL GROUPS",1,32.500,"Product Type is invalid or not supported"
52086-BE,"All Websites [EUR]","ALL GROUPS",1,26.950,"Product Type is invalid or not supported"
52086-BK,"All Websites [EUR]","ALL GROUPS",1,26.950,"Product Type is invalid or not supported"
52086-GN,"All Websites [EUR]","ALL GROUPS",1,26.950,"Product Type is invalid or not supported"
52086-RD,"All Websites [EUR]","ALL GROUPS",1,26.950,"Product Type is invalid or not supported"
52086-WE,"All Websites [EUR]","ALL GROUPS",1,26.950,"Product Type is invalid or not supported"
52088,"All Websites [EUR]","ALL GROUPS",1,10.490,"Product Type is invalid or not supported"
52089-BK,"All Websites [EUR]","ALL GROUPS",1,79.950,"Product Type is invalid or not supported"
52090,"All Websites [EUR]","ALL GROUPS",1,5.490,"Product Type is invalid or not supported"
52093-BE,"All Websites [EUR]","ALL GROUPS",1,4.630,"Product Type is invalid or not supported"
52093-GY,"All Websites [EUR]","ALL GROUPS",1,4.630,"Product Type is invalid or not supported"
52093-LGN,"All Websites [EUR]","ALL GROUPS",1,4.630,"Product Type is invalid or not supported"
52093-LMG,"All Websites [EUR]","ALL GROUPS",1,4.630,"Product Type is invalid or not supported"
52093-OE,"All Websites [EUR]","ALL GROUPS",1,4.630,"Product Type is invalid or not supported"
52093-PE,"All Websites [EUR]","ALL GROUPS",1,4.630,"Product Type is invalid or not supported"
52093-RD,"All Websites [EUR]","ALL GROUPS",1,4.630,"Product Type is invalid or not supported"
52093-YW,"All Websites [EUR]","ALL GROUPS",1,4.630,"Product Type is invalid or not supported"
52094-WE,"All Websites [EUR]","ALL GROUPS",1,330,"Product Type is invalid or not supported"
52095,"All Websites [EUR]","ALL GROUPS",1,13.950,"Product Type is invalid or not supported"
52096-WE,"All Websites [EUR]","ALL GROUPS",1,590,"Product Type is invalid or not supported"
52097,"All Websites [EUR]","ALL GROUPS",1,26.850,"Product Type is invalid or not supported"
52098-GY,"All Websites [EUR]","ALL GROUPS",1,12.990,"Product Type is invalid or not supported"
52099-BE,"All Websites [EUR]","ALL GROUPS",1,1.990,"Product Type is invalid or not supported"
52099-BK,"All Websites [EUR]","ALL GROUPS",1,1.990,"Product Type is invalid or not supported"
52099-RD,"All Websites [EUR]","ALL GROUPS",1,1.990,"Product Type is invalid or not supported"
52099-SR,"All Websites [EUR]","ALL GROUPS",1,1.990,"Product Type is invalid or not supported"
52100,"All Websites [EUR]","ALL GROUPS",1,7.990,"Product Type is invalid or not supported"
52101,"All Websites [EUR]","ALL GROUPS",1,7.990,"Product Type is invalid or not supported"
52102-BK,"All Websites [EUR]","ALL GROUPS",1,1.090,"Product Type is invalid or not supported"
52102-LGN,"All Websites [EUR]","ALL GROUPS",1,1.090,"Product Type is invalid or not supported"
52103-BKBK,"All Websites [EUR]","ALL GROUPS",1,490,"Product Type is invalid or not supported"
52103-SRBE,"All Websites [EUR]","ALL GROUPS",1,490,"Product Type is invalid or not supported"
52103-SRBK,"All Websites [EUR]","ALL GROUPS",1,490,"Product Type is invalid or not supported"
52103-SRRD,"All Websites [EUR]","ALL GROUPS",1,490,"Product Type is invalid or not supported"
52103-SRYW,"All Websites [EUR]","ALL GROUPS",1,490,"Product Type is invalid or not supported"
52104,"All Websites [EUR]","ALL GROUPS",1,14.990,"Product Type is invalid or not supported"
52105-BK,"All Websites [EUR]","ALL GROUPS",1,8.990,"Product Type is invalid or not supported"
52105-BN,"All Websites [EUR]","ALL GROUPS",1,8.990,"Product Type is invalid or not supported"
52105-LGN,"All Websites [EUR]","ALL GROUPS",1,8.990,"Product Type is invalid or not supported"
52106,"All Websites [EUR]","ALL GROUPS",1,12.800,"Product Type is invalid or not supported"
52107,"All Websites [EUR]","ALL GROUPS",1,2.990,"Product Type is invalid or not supported"
52108-WE,"All Websites [EUR]","ALL GROUPS",1,3.790,"Product Type is invalid or not supported"
52110-SRBK,"All Websites [EUR]","ALL GROUPS",1,2.850,"Product Type is invalid or not supported"
52111-BE,"All Websites [EUR]","ALL GROUPS",1,18.990,"Product Type is invalid or not supported"
52111-BK,"All Websites [EUR]","ALL GROUPS",1,18.990,"Product Type is invalid or not supported"
52111-RD,"All Websites [EUR]","ALL GROUPS",1,18.990,"Product Type is invalid or not supported"
52112-BK,"All Websites [EUR]","ALL GROUPS",1,13.490,"Product Type is invalid or not supported"
52113,"All Websites [EUR]","ALL GROUPS",1,10.990,"Product Type is invalid or not supported"
52114,"All Websites [EUR]","ALL GROUPS",1,9.700,"Product Type is invalid or not supported"
52115,"All Websites [EUR]","ALL GROUPS",1,19.990,"Product Type is invalid or not supported"
52116-BK,"All Websites [EUR]","ALL GROUPS",1,16.990,"Product Type is invalid or not supported"
52117,"All Websites [EUR]","ALL GROUPS",1,1.390,"Product Type is invalid or not supported"
52118,"All Websites [EUR]","ALL GROUPS",1,16.990,"Product Type is invalid or not supported"
52119-WE,"All Websites [EUR]","ALL GROUPS",1,23.490,"Product Type is invalid or not supported"
52120-BK,"All Websites [EUR]","ALL GROUPS",1,17.490,"Product Type is invalid or not supported"
52122,"All Websites [EUR]","ALL GROUPS",1,5.490,"Product Type is invalid or not supported"
52123-BE,"All Websites [EUR]","ALL GROUPS",1,2.490,"Product Type is invalid or not supported"
52123-BK,"All Websites [EUR]","ALL GROUPS",1,2.490,"Product Type is invalid or not supported"
52123-LGN,"All Websites [EUR]","ALL GROUPS",1,2.490,"Product Type is invalid or not supported"
52123-RD,"All Websites [EUR]","ALL GROUPS",1,2.490,"Product Type is invalid or not supported"
52123-WE,"All Websites [EUR]","ALL GROUPS",1,2.490,"Product Type is invalid or not supported"
52124-LGN,"All Websites [EUR]","ALL GROUPS",1,1.190,"Product Type is invalid or not supported"
52124-MG,"All Websites [EUR]","ALL GROUPS",1,1.190,"Product Type is invalid or not supported"
52125,"All Websites [EUR]","ALL GROUPS",1,12.990,"Product Type is invalid or not supported"
52126,"All Websites [EUR]","ALL GROUPS",1,14.990,"Product Type is invalid or not supported"
52127,"All Websites [EUR]","ALL GROUPS",1,1.190,"Product Type is invalid or not supported"
52128,"All Websites [EUR]","ALL GROUPS",1,24.990,"Product Type is invalid or not supported"
52129-BE,"All Websites [EUR]","ALL GROUPS",1,8.490,"Product Type is invalid or not supported"
52129-GY,"All Websites [EUR]","ALL GROUPS",1,8.490,"Product Type is invalid or not supported"
52129-LGN,"All Websites [EUR]","ALL GROUPS",1,8.490,"Product Type is invalid or not supported"
52129-MG,"All Websites [EUR]","ALL GROUPS",1,8.490,"Product Type is invalid or not supported"
52130-LGN,"All Websites [EUR]","ALL GROUPS",1,4.490,"Product Type is invalid or not supported"
52131-LGN,"All Websites [EUR]","ALL GROUPS",1,5.990,"Product Type is invalid or not supported"
52132-LGN,"All Websites [EUR]","ALL GROUPS",1,7.490,"Product Type is invalid or not supported"
52133-LGN,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
52134,"All Websites [EUR]","ALL GROUPS",1,1.990,"Product Type is invalid or not supported"
52135,"All Websites [EUR]","ALL GROUPS",1,2.490,"Product Type is invalid or not supported"
52136,"All Websites [EUR]","ALL GROUPS",1,26.990,"Product Type is invalid or not supported"
52137,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
52138,"All Websites [EUR]","ALL GROUPS",1,3.290,"Product Type is invalid or not supported"
52139,"All Websites [EUR]","ALL GROUPS",1,3.790,"Product Type is invalid or not supported"
52140,"All Websites [EUR]","ALL GROUPS",1,7.990,"Product Type is invalid or not supported"
52141,"All Websites [EUR]","ALL GROUPS",1,11.500,"Product Type is invalid or not supported"
52142,"All Websites [EUR]","ALL GROUPS",1,5.700,"Product Type is invalid or not supported"
52143,"All Websites [EUR]","ALL GROUPS",1,6.850,"Product Type is invalid or not supported"
52144,"All Websites [EUR]","ALL GROUPS",1,13.990,"Product Type is invalid or not supported"
52145,"All Websites [EUR]","ALL GROUPS",1,7.990,"Product Type is invalid or not supported"
52146,"All Websites [EUR]","ALL GROUPS",1,8.790,"Product Type is invalid or not supported"
52147,"All Websites [EUR]","ALL GROUPS",1,8.500,"Product Type is invalid or not supported"
52148,"All Websites [EUR]","ALL GROUPS",1,19.990,"Product Type is invalid or not supported"
52149-BKC,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
52150-BKWE,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
52151,"All Websites [EUR]","ALL GROUPS",1,34.990,"Product Type is invalid or not supported"
52152,"All Websites [EUR]","ALL GROUPS",1,11.990,"Product Type is invalid or not supported"
52153,"All Websites [EUR]","ALL GROUPS",1,1.690,"Product Type is invalid or not supported"
52154,"All Websites [EUR]","ALL GROUPS",1,1.690,"Product Type is invalid or not supported"
52155,"All Websites [EUR]","ALL GROUPS",1,1.690,"Product Type is invalid or not supported"
52156,"All Websites [EUR]","ALL GROUPS",1,1.690,"Product Type is invalid or not supported"
54003,"All Websites [EUR]","ALL GROUPS",1,12.150,"Product Type is invalid or not supported"
54013,"All Websites [EUR]","ALL GROUPS",1,9.990,"Product Type is invalid or not supported"
54015,"All Websites [EUR]","ALL GROUPS",1,4.490,"Product Type is invalid or not supported"
60033,"All Websites [EUR]","ALL GROUPS",1,5.990,"Product Type is invalid or not supported"
60035,"All Websites [EUR]","ALL GROUPS",1,5.990,"Product Type is invalid or not supported"
60038-BE,"All Websites [EUR]","ALL GROUPS",1,6.990,"Product Type is invalid or not supported"
60038-BK,"All Websites [EUR]","ALL GROUPS",1,6.600,"Product Type is invalid or not supported"
60038-RD,"All Websites [EUR]","ALL GROUPS",1,6.990,"Product Type is invalid or not supported"
60038-WE,"All Websites [EUR]","ALL GROUPS",1,6.600,"Product Type is invalid or not supported"
6010158,"All Websites [EUR]","ALL GROUPS",1,580,"Product Type is invalid or not supported"
60123,"All Websites [EUR]","ALL GROUPS",1,2.990,"Product Type is invalid or not supported"
60130-BK,"All Websites [EUR]","ALL GROUPS",1,3.290,"Product Type is invalid or not supported"
60130-WE,"All Websites [EUR]","ALL GROUPS",1,3.290,"Product Type is invalid or not supported"
60134,"All Websites [EUR]","ALL GROUPS",1,5.190,"Product Type is invalid or not supported"
60136,"All Websites [EUR]","ALL GROUPS",1,2.990,"Product Type is invalid or not supported"
60139-SR,"All Websites [EUR]","ALL GROUPS",1,5.690,"Product Type is invalid or not supported"
60141,"All Websites [EUR]","ALL GROUPS",1,6.990,"Product Type is invalid or not supported"
60143,"All Websites [EUR]","ALL GROUPS",1,3.490,"Product Type is invalid or not supported"
60144,"All Websites [EUR]","ALL GROUPS",1,12.080,"Product Type is invalid or not supported"
60145,"All Websites [EUR]","ALL GROUPS",1,1.960,"Product Type is invalid or not supported"
60147,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
60148,"All Websites [EUR]","ALL GROUPS",1,4.390,"Product Type is invalid or not supported"
60150-BK,"All Websites [EUR]","ALL GROUPS",1,6.560,"Product Type is invalid or not supported"
60151,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
60153-BE,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
60153-BK,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
60153-RD,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
60153-WE,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
60154-BKGD,"All Websites [EUR]","ALL GROUPS",1,7.690,"Product Type is invalid or not supported"
60154-BKSR,"All Websites [EUR]","ALL GROUPS",1,7.690,"Product Type is invalid or not supported"
60154-WESR,"All Websites [EUR]","ALL GROUPS",1,7.690,"Product Type is invalid or not supported"
60156-WE,"All Websites [EUR]","ALL GROUPS",1,2.650,"Product Type is invalid or not supported"
60157-BK,"All Websites [EUR]","ALL GROUPS",1,3.990,"Product Type is invalid or not supported"
60666-BE,"All Websites [EUR]","ALL GROUPS",1,11.990,"Product Type is invalid or not supported"
60666-BK,"All Websites [EUR]","ALL GROUPS",1,11.990,"Product Type is invalid or not supported"
60666-OE,"All Websites [EUR]","ALL GROUPS",1,11.990,"Product Type is invalid or not supported"
60666-RD,"All Websites [EUR]","ALL GROUPS",1,11.990,"Product Type is invalid or not supported"
60666-WE,"All Websites [EUR]","ALL GROUPS",1,11.990,"Product Type is invalid or not supported"
"65002-BK 2200mAh","All Websites [EUR]","ALL GROUPS",1,5.990,"Product Type is invalid or not supported"
"65002-BK 3000mAh","All Websites [EUR]","ALL GROUPS",1,7.990,"Product Type is invalid or not supported"
"65002-DBE 2200mAh","All Websites [EUR]","ALL GROUPS",1,5.990,"Product Type is invalid or not supported"
"65002-DBE 3000mAh","All Websites [EUR]","ALL GROUPS",1,7.990,"Product Type is invalid or not supported"
"65002-GN 2200mAh","All Websites [EUR]","ALL GROUPS",1,5.990,"Product Type is invalid or not supported"
"65002-GN 3000mAh","All Websites [EUR]","ALL GROUPS",1,7.990,"Product Type is invalid or not supported"
"65002-MG 2200mAh","All Websites [EUR]","ALL GROUPS",1,5.990,"Product Type is invalid or not supported"
"65002-MG 3000mAh","All Websites [EUR]","ALL GROUPS",1,7.990,"Product Type is invalid or not supported"
"65002-PE 2200mAh","All Websites [EUR]","ALL GROUPS",1,5.990,"Product Type is invalid or not supported"
"65002-PE 3000mAh","All Websites [EUR]","ALL GROUPS",1,7.990,"Product Type is invalid or not supported"
"65002-RD 2200mAh","All Websites [EUR]","ALL GROUPS",1,5.990,"Product Type is invalid or not supported"
"65002-RD 3000mAh","All Websites [EUR]","ALL GROUPS",1,7.990,"Product Type is invalid or not supported"
"65002-SR 2200mAh","All Websites [EUR]","ALL GROUPS",1,5.990,"Product Type is invalid or not supported"
"65002-SR 3000mAh","All Websites [EUR]","ALL GROUPS",1,7.990,"Product Type is invalid or not supported"
"65004-BK 2200mAh","All Websites [EUR]","ALL GROUPS",1,5.850,"Product Type is invalid or not supported"
"65004-BK 3000mAh","All Websites [EUR]","ALL GROUPS",1,7.850,"Product Type is invalid or not supported"
"65004-DBE 2200mAh","All Websites [EUR]","ALL GROUPS",1,5.850,"Product Type is invalid or not supported"
"65004-DBE 3000mAh","All Websites [EUR]","ALL GROUPS",1,7.850,"Product Type is invalid or not supported"
"65004-RD 2200mAh","All Websites [EUR]","ALL GROUPS",1,5.850,"Product Type is invalid or not supported"
"65004-RD 3000mAh","All Websites [EUR]","ALL GROUPS",1,7.850,"Product Type is invalid or not supported"
"65004-SR 2200mAh","All Websites [EUR]","ALL GROUPS",1,5.850,"Product Type is invalid or not supported"
"65004-SR 3000mAh","All Websites [EUR]","ALL GROUPS",1,7.850,"Product Type is invalid or not supported"
70005,"All Websites [EUR]","ALL GROUPS",1,14.990,"Product Type is invalid or not supported"
70017,"All Websites [EUR]","ALL GROUPS",1,16.390,"Product Type is invalid or not supported"
70018,"All Websites [EUR]","ALL GROUPS",1,16.390,"Product Type is invalid or not supported"
70019,"All Websites [EUR]","ALL GROUPS",1,13.990,"Product Type is invalid or not supported"
70024,"All Websites [EUR]","ALL GROUPS",1,11.790,"Product Type is invalid or not supported"
70050,"All Websites [EUR]","ALL GROUPS",1,45.790,"Product Type is invalid or not supported"
70065,"All Websites [EUR]","ALL GROUPS",1,98.150,"Product Type is invalid or not supported"
70069,"All Websites [EUR]","ALL GROUPS",1,57.750,"Product Type is invalid or not supported"
70073,"All Websites [EUR]","ALL GROUPS",1,14.990,"Product Type is invalid or not supported"
70076,"All Websites [EUR]","ALL GROUPS",1,17.290,"Product Type is invalid or not supported"
70083,"All Websites [EUR]","ALL GROUPS",1,28.880,"Product Type is invalid or not supported"
70088BK,"All Websites [EUR]","ALL GROUPS",1,18.890,"Product Type is invalid or not supported"
70089,"All Websites [EUR]","ALL GROUPS",1,15.650,"Product Type is invalid or not supported"
70091BK,"All Websites [EUR]","ALL GROUPS",1,72.980,"Product Type is invalid or not supported"
70091RG,"All Websites [EUR]","ALL GROUPS",1,72.980,"Product Type is invalid or not supported"
70091WE,"All Websites [EUR]","ALL GROUPS",1,72.980,"Product Type is invalid or not supported"
7010201,"All Websites [EUR]","ALL GROUPS",1,390,"Product Type is invalid or not supported"
70112,"All Websites [EUR]","ALL GROUPS",1,99.990,"Product Type is invalid or not supported"
70114,"All Websites [EUR]","ALL GROUPS",1,120.000,"Product Type is invalid or not supported"
70122,"All Websites [EUR]","ALL GROUPS",1,10.990,"Product Type is invalid or not supported"
70124,"All Websites [EUR]","ALL GROUPS",1,10.490,"Product Type is invalid or not supported"
70129,"All Websites [EUR]","ALL GROUPS",1,79.990,"Product Type is invalid or not supported"
70129-CH,"All Websites [EUR]","ALL GROUPS",1,81.990,"Product Type is invalid or not supported"
70130,"All Websites [EUR]","ALL GROUPS",1,18.480,"Product Type is invalid or not supported"
70131,"All Websites [EUR]","ALL GROUPS",1,56.990,"Product Type is invalid or not supported"
70135-BK,"All Websites [EUR]","ALL GROUPS",1,69.290,"Product Type is invalid or not supported"
70135-WE,"All Websites [EUR]","ALL GROUPS",1,69.290,"Product Type is invalid or not supported"
70136,"All Websites [EUR]","ALL GROUPS",1,45.990,"Product Type is invalid or not supported"
70137-BK,"All Websites [EUR]","ALL GROUPS",1,40.420,"Product Type is invalid or not supported"
70137-WE,"All Websites [EUR]","ALL GROUPS",1,40.420,"Product Type is invalid or not supported"
70139,"All Websites [EUR]","ALL GROUPS",1,25.990,"Product Type is invalid or not supported"
70140,"All Websites [EUR]","ALL GROUPS",1,16.760,"Product Type is invalid or not supported"
70141,"All Websites [EUR]","ALL GROUPS",1,58.580,"Product Type is invalid or not supported"
70142,"All Websites [EUR]","ALL GROUPS",1,61.200,"Product Type is invalid or not supported"
70143-BK,"All Websites [EUR]","ALL GROUPS",1,17.850,"Product Type is invalid or not supported"
70143-WE,"All Websites [EUR]","ALL GROUPS",1,17.850,"Product Type is invalid or not supported"
70144-BK,"All Websites [EUR]","ALL GROUPS",1,13.630,"Product Type is invalid or not supported"
70145-BK,"All Websites [EUR]","ALL GROUPS",1,20.590,"Product Type is invalid or not supported"
70146,"All Websites [EUR]","ALL GROUPS",1,10.190,"Product Type is invalid or not supported"
70147,"All Websites [EUR]","ALL GROUPS",1,11.180,"Product Type is invalid or not supported"
70148,"All Websites [EUR]","ALL GROUPS",1,11.180,"Product Type is invalid or not supported"
70149,"All Websites [EUR]","ALL GROUPS",1,11.180,"Product Type is invalid or not supported"
70150,"All Websites [EUR]","ALL GROUPS",1,17.500,"Product Type is invalid or not supported"
70151,"All Websites [EUR]","ALL GROUPS",1,17.790,"Product Type is invalid or not supported"
70152,"All Websites [EUR]","ALL GROUPS",1,19.620,"Product Type is invalid or not supported"
70153,"All Websites [EUR]","ALL GROUPS",1,17.830,"Product Type is invalid or not supported"
70154,"All Websites [EUR]","ALL GROUPS",1,19.620,"Product Type is invalid or not supported"
70155,"All Websites [EUR]","ALL GROUPS",1,19.620,"Product Type is invalid or not supported"
70156,"All Websites [EUR]","ALL GROUPS",1,62.990,"Product Type is invalid or not supported"
70158,"All Websites [EUR]","ALL GROUPS",1,27.700,"Product Type is invalid or not supported"
70159,"All Websites [EUR]","ALL GROUPS",1,29.390,"Product Type is invalid or not supported"
70160,"All Websites [EUR]","ALL GROUPS",1,58.500,"Product Type is invalid or not supported"
70161,"All Websites [EUR]","ALL GROUPS",1,17.420,"Product Type is invalid or not supported"
70162,"All Websites [EUR]","ALL GROUPS",1,27.290,"Product Type is invalid or not supported"
70163,"All Websites [EUR]","ALL GROUPS",1,23.090,"Product Type is invalid or not supported"
70164,"All Websites [EUR]","ALL GROUPS",1,25.190,"Product Type is invalid or not supported"
70165,"All Websites [EUR]","ALL GROUPS",1,13.850,"Product Type is invalid or not supported"
70166,"All Websites [EUR]","ALL GROUPS",1,60.890,"Product Type is invalid or not supported"
70166-MG,"All Websites [EUR]","ALL GROUPS",1,60.890,"Product Type is invalid or not supported"
70167,"All Websites [EUR]","ALL GROUPS",1,17.420,"Product Type is invalid or not supported"
70170,"All Websites [EUR]","ALL GROUPS",1,20.780,"Product Type is invalid or not supported"
70171,"All Websites [EUR]","ALL GROUPS",1,44.930,"Product Type is invalid or not supported"
70172,"All Websites [EUR]","ALL GROUPS",1,104.990,"Product Type is invalid or not supported"
70172-CH,"All Websites [EUR]","ALL GROUPS",1,125.990,"Product Type is invalid or not supported"
70174,"All Websites [EUR]","ALL GROUPS",1,29.990,"Product Type is invalid or not supported"
70175,"All Websites [EUR]","ALL GROUPS",1,26.230,"Product Type is invalid or not supported"
70176,"All Websites [EUR]","ALL GROUPS",1,26.230,"Product Type is invalid or not supported"
70177-BK,"All Websites [EUR]","ALL GROUPS",1,28.290,"Product Type is invalid or not supported"
70177-BN,"All Websites [EUR]","ALL GROUPS",1,28.290,"Product Type is invalid or not supported"
70177-WE,"All Websites [EUR]","ALL GROUPS",1,28.290,"Product Type is invalid or not supported"
70178-BK,"All Websites [EUR]","ALL GROUPS",1,28.860,"Product Type is invalid or not supported"
70178-BN,"All Websites [EUR]","ALL GROUPS",1,28.860,"Product Type is invalid or not supported"
70178-WE,"All Websites [EUR]","ALL GROUPS",1,28.860,"Product Type is invalid or not supported"
70179,"All Websites [EUR]","ALL GROUPS",1,34.630,"Product Type is invalid or not supported"
70180,"All Websites [EUR]","ALL GROUPS",1,31.490,"Product Type is invalid or not supported"
70181-BK,"All Websites [EUR]","ALL GROUPS",1,104.950,"Product Type is invalid or not supported"
70181-OE,"All Websites [EUR]","ALL GROUPS",1,104.950,"Product Type is invalid or not supported"
70182-BK,"All Websites [EUR]","ALL GROUPS",1,97.000,"Product Type is invalid or not supported"
70182-WE,"All Websites [EUR]","ALL GROUPS",1,97.000,"Product Type is invalid or not supported"
70183,"All Websites [EUR]","ALL GROUPS",1,78.530,"Product Type is invalid or not supported"
70184-BE,"All Websites [EUR]","ALL GROUPS",1,27.990,"Product Type is invalid or not supported"
70184-BK,"All Websites [EUR]","ALL GROUPS",1,27.990,"Product Type is invalid or not supported"
70184-RD,"All Websites [EUR]","ALL GROUPS",1,27.990,"Product Type is invalid or not supported"
70185-BE,"All Websites [EUR]","ALL GROUPS",1,12.590,"Product Type is invalid or not supported"
70185-BK,"All Websites [EUR]","ALL GROUPS",1,12.590,"Product Type is invalid or not supported"
70185-BN,"All Websites [EUR]","ALL GROUPS",1,12.590,"Product Type is invalid or not supported"
70185-GN,"All Websites [EUR]","ALL GROUPS",1,12.590,"Product Type is invalid or not supported"
70185-GNP,"All Websites [EUR]","ALL GROUPS",1,12.590,"Product Type is invalid or not supported"
70185-GY,"All Websites [EUR]","ALL GROUPS",1,12.590,"Product Type is invalid or not supported"
70185-LBE,"All Websites [EUR]","ALL GROUPS",1,12.590,"Product Type is invalid or not supported"
70185-LGN,"All Websites [EUR]","ALL GROUPS",1,12.590,"Product Type is invalid or not supported"
70185-MG,"All Websites [EUR]","ALL GROUPS",1,12.590,"Product Type is invalid or not supported"
70185-MGP,"All Websites [EUR]","ALL GROUPS",1,12.590,"Product Type is invalid or not supported"
70185-OE,"All Websites [EUR]","ALL GROUPS",1,12.590,"Product Type is invalid or not supported"
70185-PE,"All Websites [EUR]","ALL GROUPS",1,12.590,"Product Type is invalid or not supported"
